Rozdzial;Materiały budowlane
Slowo;Definicja;Synonimy;AudioE;AudioP;Obrazy
non-crystalline;niekrystaliczny;;[sound:quizlet-16914797909-front.mp3];[sound:quizlet-16914797909-back.mp3];"<img src=""quizlet-aEuYdhGT7OJ0L2DV7AZnqw.jpg"">"
nonwoven;włóknina;;[sound:quizlet-16914797910-front.mp3];[sound:quizlet-16914797910-back.mp3];"<img src=""quizlet-5ZXkbRr9yikdu-tasDUvwA.jpg"">"
nuclear;jądrowy;;[sound:quizlet-16914797912-front.mp3];[sound:quizlet-16914797912-back.mp3];"<img src=""quizlet-CfJocVtH4FqtNZdbE1J.Fw.jpg"">"
nucleus;jądro;;[sound:quizlet-16914797913-front.mp3];[sound:quizlet-16914797913-back.mp3];"<img src=""quizlet-caEmgaGWRE46QX7uB3mRIg.jpg"">"
oxidation;utlenianie;;[sound:quizlet-16914797922-front.mp3];[sound:quizlet-16914797922-back.mp3];"<img src=""quizlet-YUWos9lToqmqNBW7luBf5A.jpg"">"
oxide;tlenek;;[sound:quizlet-16914797923-front.mp3];[sound:quizlet-16914797923-back.mp3];"<img src=""quizlet-tZxkZCuNrFqS2T-3L40Shg.png"">"
oxygen;tlen;;[sound:quizlet-16914797924-front.mp3];[sound:quizlet-16914797924-back.mp3];"<img src=""quizlet-kEaL1TZNjQBrYtqZymWvEg.png"">"
ozone;ozon;;[sound:quizlet-16914797925-front.mp3];[sound:quizlet-16914797925-back.mp3];"<img src=""quizlet-JjBpcAovPK9TBhK8A-VoUg.jpg"">"
peat;torf;;[sound:quizlet-16914797938-front.mp3];[sound:quizlet-16914797938-back.mp3];"<img src=""quizlet-7m6OmdzQHGT5AiUCnNZdCw.jpg"">"
peelable;zdzieralny;;[sound:quizlet-16914797940-front.mp3];[sound:quizlet-16914797940-back.mp3];"<img src=""quizlet-ag79AnoSbqLgp8cXqii-6w.png"">"
permeability;przepuszczalność;;[sound:quizlet-16914797943-front.mp3];[sound:quizlet-16914797943-back.mp3];"<img src=""quizlet-KDE4sT-mtHDv.eDqu2llgA.jpg"">"
plank;deska;;[sound:quizlet-16914807882-front.mp3];[sound:quizlet-16914807882-back.mp3];"<img src=""quizlet-4Rzu5nWUdJBQfi.OapL5FA.jpg"">"
plaster base;baza gipsowa;;[sound:quizlet-16914807883-front.mp3];[sound:quizlet-16914807883-back.mp3];"<img src=""plaster base.png"">"
plasterboard;plyta gipsowa;;[sound:quizlet-16914807885-front.mp3];[sound:quizlet-16914807885-back.mp3];"<img src=""quizlet-uqNXoIvl7fo8cOIHRyAMIQ.jpg"">"
plywood;sklejka;;[sound:quizlet-16914807889-front.mp3];[sound:quizlet-16914807889-back.mp3];"<img src=""quizlet-dt69KZcvOagOGd1PWXqYFQ.jpg"">"
polymerisation;polimeryzacja;;[sound:quizlet-16914807895-front.mp3];[sound:quizlet-16914807895-back.mp3];"<img src=""quizlet-kNQmpPZO468wSjDyGFMAdQ.jpg"">"
quarry;kamieniołom;;[sound:quizlet-16914807909-front.mp3];[sound:quizlet-16914807909-back.mp3];"<img src=""quizlet-SwBFHrBIYrZ.ei-d7NfFBQ.jpg"">"
quicklime;wapno palone;;[sound:quizlet-16914807910-front.mp3];[sound:quizlet-16914807910-back.mp3];"<img src=""quizlet-AKtWPNrInTvPnULKRWGJ9g.jpg"">"
resilience;sprężystość;Synonimy: elasticity, springiness;[sound:quizlet-16914807926-front.mp3];[sound:quizlet-16914807926-back.mp3];"<img src=""quizlet-ljDLDZlMUG9URl7S7ppuCQ.jpg"">"
resistance;odporność;Synonimy: immunity, hardness, tolerance;[sound:quizlet-16914807927-front.mp3];[sound:quizlet-16914807927-back.mp3];"<img src=""quizlet-z88EZba87t63dKf9fr7IPQ.jpg"">"
resistivity;oporność;Synonimy: resistance,;[sound:quizlet-16914807928-front.mp3];[sound:quizlet-16914807928-back.mp3];"<img src=""quizlet-eNlILzjmF1iqbLZ07JHS0w.jpg"">"
rigid;sztywny;Synonimy: stiff, inflexible, stark;[sound:quizlet-16914807931-front.mp3];[sound:quizlet-16914807931-back.mp3];"<img src=""quizlet-w2aVGzWzhy4Wzh0fvEGSMQ.jpg"">"
rigidity;sztywność;Synonimy: stiffness;[sound:quizlet-16914807932-front.mp3];[sound:quizlet-16914807932-back.mp3];"<img src=""quizlet-w2aVGzWzhy4Wzh0fvEGSMQ.jpg"">"
ropiness;lepkość;Synonimy: viscosity, stickiness;[sound:quizlet-16914807941-front.mp3];[sound:quizlet-16914807941-back.mp3];"<img src=""quizlet-GS2u83vLxVTMSileSvW0xA.png"">"
roughness;chropowatość;Synonimy: grittiness, asperity;[sound:quizlet-16914807946-front.mp3];[sound:quizlet-16914807946-back.mp3];"<img src=""quizlet-LD18Yos2pzn2cfRAv08uxg.jpg"">"
rubble;gruz;Synonimy: crack;[sound:quizlet-16914807947-front.mp3];[sound:quizlet-16914807947-back.mp3];"<img src=""quizlet-1459990977_63d3ddfbef.jpg"">"
rust;rdza;;[sound:quizlet-16914807949-front.mp3];[sound:quizlet-16914807949-back.mp3];"<img src=""quizlet-QFLYuhDB9ySpQeRK.cfQuw.jpg"">"
saturate;nasycić;;[sound:quizlet-16914807954-front.mp3];[sound:quizlet-16914807954-back.mp3];"<img src=""quizlet-Jy5YuY89i9Xv7qT0QCldMw.jpg"">"
saturated;nasycony;;[sound:quizlet-16914807955-front.mp3];[sound:quizlet-16914807955-back.mp3];"<img src=""quizlet-Jy5YuY89i9Xv7qT0QCldMw.jpg"">"
saturated solution;roztwór nasycony;;[sound:quizlet-16914807956-front.mp3];[sound:quizlet-16914807956-back.mp3];"<img src=""quizlet-Jy5YuY89i9Xv7qT0QCldMw.jpg"">"
sealants;uszczelniacze;;[sound:quizlet-16914807965-front.mp3];[sound:quizlet-16914807965-back.mp3];"<img src=""quizlet-ZQvJFF1DuVyBZTGkRXV1Lw.jpg"">"
sediment;osad;;[sound:quizlet-16914807966-front.mp3];[sound:quizlet-16914807966-back.mp3];"<img src=""quizlet-Hl0grl7Dw8zG1rIkqf5v6g.jpg"">"
seep;przesączać;Synonimy: filter, strain;[sound:quizlet-16914807967-front.mp3];[sound:quizlet-16914807967-back.mp3];"<img src=""quizlet-0-PDikfX50OQiDkgjtdV2g.jpg"">"
seepage;przesączanie;Synonimy: percolation;[sound:quizlet-16914807968-front.mp3];[sound:quizlet-16914807968-back.mp3];"<img src=""quizlet-O4CDlKodYaFiybWU-GuYOg.jpg"">"
silicon;krzem;;[sound:quizlet-16914807986-front.mp3];[sound:quizlet-16914807986-back.mp3];"<img src=""quizlet-IndKNlYM4Y4SnYcsWPm3iA.png"">"
silicone;silikon;;[sound:quizlet-16914807987-front.mp3];[sound:quizlet-16914807987-back.mp3];"<img src=""quizlet-BiKL9.rrPdlLSoL232gEkQ.jpg"">"
slag;żużel;;[sound:quizlet-16914807998-front.mp3];[sound:quizlet-16914807998-back.mp3];"<img src=""quizlet-UAG8-g8B9LT9drBwXKPstA.jpg"">"
sludge;osad;Synonimy: precipitate, sediment, residue;[sound:quizlet-16914808006-front.mp3];[sound:quizlet-16914808006-back.mp3];"<img src=""quizlet-ae6T0DwO5cJ.nn2Z4qhXDQ.jpg"">"
sodium;sód;;[sound:quizlet-16914808009-front.mp3];[sound:quizlet-16914808009-back.mp3];"<img src=""quizlet-tcObVpvwe4U4cjcREEjoBg.png"">"
soluble;rozpuszczalny;Synonimy: dissolvable, solvable, dissoluble;[sound:quizlet-16914808013-front.mp3];[sound:quizlet-16914808013-back.mp3];"<img src=""quizlet-b-PbeTgRUW_XJ8doPu83iQ.jpg"">"
solvent;rozpuszczalnik;Synonimy: diluent, dissolvent, resolvent;[sound:quizlet-16914808014-front.mp3];[sound:quizlet-16914808014-back.mp3];"<img src=""quizlet-hU3Y3Yobm9NzrLDKG_J_4g.jpg"">"
steel;stal;;[sound:quizlet-16914808027-front.mp3];[sound:quizlet-16914808027-back.mp3];"<img src=""quizlet-acibXxe0GhnQslb028pG.Q.jpg"">"
sulphate;siarczan;;[sound:quizlet-16914808043-front.mp3];[sound:quizlet-16914808043-back.mp3];"<img src=""quizlet-QeD-ZMx-Bl6Y77NehSlF9A.jpg"">"
tacky;lepki;Synonimy: sticky, viscous, adhesive;[sound:quizlet-16914808047-front.mp3];[sound:quizlet-16914808047-back.mp3];"<img src=""quizlet-ySxnWjb-ZBgq5hSVh9SVeQ.jpg"">"
titanium;tytan;;[sound:quizlet-16914808060-front.mp3];[sound:quizlet-16914808060-back.mp3];"<img src=""quizlet-St8OJv-0y8lQLoV0LGhmEQ.png"">"
toughness;wytrzymałość;Synonimy: strength, endurance, durability;[sound:quizlet-16914808065-front.mp3];[sound:quizlet-16914808065-back.mp3];"<img src=""quizlet-MPkzNIjq3xv9Z19OrFuuTQ.jpg"">"
