cervical vertebrae;the upper seven vertebrae, constituting the skeleton of the neck;(kręgi szyjne);;;;(kręgi szyjne)
hamulus;a small hooklike projection or process, as at the end of a bone;(wyrostek haczykowaty);;;;(wyrostek haczykowaty)
mesial;situated in the middle;(środkowy);;;;(środkowy)
reflux;a backward flow;(ponowny napływ);;;;(ponowny napływ)
root;the base of an organ (e.g. tooth, hair);(korzeń, cebulka);;;;(korzeń, cebulka)
cecal;relating to the cecum;(dotyczący jelita ślepego);;;;(dotyczący jelita ślepego)
ventricular;relating to the ventricle;(komorowy);;;;(komorowy)
tubercle;a small eminence on the bone;(guzek (obrzmienie lub narośl));;;;(guzek (obrzmienie lub narośl))
cisterna;any cavity or enclosed space being a reservoir, especially for lymph or cerebrospinal fluid;(zbiornik, woreczek zawierający płyn zwłaszcza limfę lub płyn mózgowo-rdzeniowy);;;;(zbiornik, woreczek zawierający płyn zwłaszcza limfę lub płyn mózgowo-rdzeniowy)
incurrent;running inward;(wlotowy);;;;(wlotowy)
nerve centre;a collection of associated nerve cells in the central nervous system ;(ośrodek nerwowy);;;;(ośrodek nerwowy)
eye socket ;the socket for the eyeball;(oczodół);orbit ;orbital cavity;;(oczodół)
first finger ; thumb ;(kciuk);;;;(kciuk)
quinine;a crystalline substance used as a cure for malaria;(chinina);;;;(chinina)
bowel ;the digestive tube passing from the stomach to the anus;( jelito);intestine;gut ;;( jelito)
frontal lobe;the anterior portion of the gray matter ;(płat czołowy);;;;(płat czołowy)
ilium ;the uppermost hip bone;(kość biodrowa);;;;(kość biodrowa)
jugular;relating to the neck;(szyjny);;;;(szyjny)
adnexa;accessory organs;(przydatki);;;;(przydatki)
gluteal;relating to the glute;(pośladkowy, kulszowy);;;;(pośladkowy, kulszowy)
internal;situated inside ;(wenwętrzny);;;;(wenwętrzny)
mamilla;small rounded elevation at the tip of the breast;(brodawka sutkowa);mammilla;;;(brodawka sutkowa)
palmar;relating to the palm;(dłoniowy);;;;(dłoniowy)
aponeurosis;a sheetlike tendinous expansion, connects a muscle with the parts it moves;(rozcięgno);;;;(rozcięgno)
glenoid;resembling a pit or socket;(panewkowy);;;;(panewkowy)
lunate;moon-shaped;(księżycowaty, w kształcie księżyca);;;;(księżycowaty, w kształcie księżyca)
supraspinatus;a muscle at the top of the scapula;(mięsień nadgrzebieniowy);;;;(mięsień nadgrzebieniowy)
crazy bone;a point on the elbow where the nerve runs close to the surface and produces a tingling sensation if put under pressure;(czułe miejsce w łokciu);;;;(czułe miejsce w łokciu)
cerebellum;one of the major divisions of the brain;(móżdżek (część mózgowia));;;;(móżdżek (część mózgowia))
nerve ending;the tip of a nerve fibre;(zakończenie nerwowe);;;;(zakończenie nerwowe)
epigastric;relating to the epigastrium;(nadbrzuszny);;;;(nadbrzuszny)
gray matter;brownish-gray nerve tissue, especially of the brain and spinal cord, composed of the cell bodies and dendrites of nerve cells;(istota szara (w mózgu));grey matter;;;(istota szara (w mózgu))
pterygoid ;winglike;(skrzydłowaty);;;;(skrzydłowaty)
cuticular ;the outermost layer of the skin;(naskórkowy);;;;(naskórkowy)
bronchus;one of the larger passages conveying air to a lung and within the lungs;(oskrzele);;;;(oskrzele)
flexor;a muscle that flexes a joint;(zginacz (mięsień));;;;(zginacz (mięsień))
occiput;the back of the head;(potylica (tylna część czaszki));;;;(potylica (tylna część czaszki))
thymus;a small organ situated behind the top of the breastbone;(grasica);;;;(grasica)
pubis;the anterior portion of the pelvis ;(wzgórek łonowy);;;;(wzgórek łonowy)
lobar;relating to the lobe;(płatowy);;;;(płatowy)
bladdery ;resembling a bladder;(pęcherzykowaty);bladderlike;;;(pęcherzykowaty)
intima;the innermost coat of an organ;(błona wewnętrzna);;;;(błona wewnętrzna)
gonad;an organ that produces sex cells;(gonada);;;;(gonada)
mammary gland;a gland of female that secretes milk for the nourishment of their young;(gruczoł piersiowy);;;;(gruczoł piersiowy)
sciatic;relating to the ischium ;(kulszowy);;;;(kulszowy)
elastic cartilage;cartilage that is more flexible;(tkanka chrzęstna sprężysta);;;;(tkanka chrzęstna sprężysta)
zygomatic ;relating to the zygoma ;( jarzmowy);;;;( jarzmowy)
heart ventricle;a chamber of the heart that receives blood from an atrium and pumps it to the arteries;(komora serca);;;;(komora serca)
optic nerve ;the nerve that carries impulses for the sense of sight;(nerw wzrokowy);;;;(nerw wzrokowy)
rotator cuff; a set of muscles around the shoulder joint that permits rotation of the arm;(pierścień rotatorów (grupa mięśni));;;;(pierścień rotatorów (grupa mięśni))
dorsum;the back;(grzbiet);;;;(grzbiet)
nasal concha ;the bone in the nasal cavity;(małżowina nosowa);turbinate;;;(małżowina nosowa)
nasopharyngeal;relating to the nasal cavity and the throat;(nosowo-gardłowy);;;;(nosowo-gardłowy)
metatarsal ;relating to the metatarsus;(kość śródstopia);;;;(kość śródstopia)
cerebrum;the largest portion of the brain;(kresomózgowie);;;;(kresomózgowie)
costoscapular;relating to the costate and scapula;(żebrowo-łopatkowy);;;;(żebrowo-łopatkowy)
colorectal;relating to the colon or rectum;(odbytniczy);;;;(odbytniczy)
carpale;bone of the wrist;(kość nadgarstka);;;;(kość nadgarstka)
peritoneal;relating to the peritoneum;(otrzewnowy);;;;(otrzewnowy)
cruciate;having the form of a cross;(krzyżowy);;;;(krzyżowy)
appendix ;a wormlike bulge on the cecum;(wyrostek robaczkowy);vermiform appendix;;;(wyrostek robaczkowy)
trachea;the air passage extending from the throat to the main bronchi ;(tchawica);;;;(tchawica)
atrium;either the right or the left upper chamber of the heart that receives blood from the veins and forces it into a ventricle;(przedsionek serca);;;;(przedsionek serca)
phthinoid chest;a long, narrow chest;(klatka piersiowa asteniczna (typ budowy));;;;(klatka piersiowa asteniczna (typ budowy))
braincase;the part of the skull that encloses the brain;(mózgoczaszka);;;;(mózgoczaszka)
breastbone ;long flat vertical bone, situated in front of the torso, to which are attached the collarbone and the first seven pairs of ribs;(mostek (kość));sternum;;;(mostek (kość))
hair cells ;cells which have hair-like processes;(komórki włoskowate);;;;(komórki włoskowate)
coccygeal;pertaining to or located in the region of the coccyx;(ogonowy);;;;(ogonowy)
jugal;relating to the cheek;(jarzmowy);;;;(jarzmowy)
cruciate ligament ;a pair of ligaments which cross over one another;(więzadło krzyżowe);cruciform ligament;;;(więzadło krzyżowe)
brachial;relating to the arm;(ramienny);;;;(ramienny)
glomerular;relating to glomerulus;(kłębuszkowy);;;;(kłębuszkowy)
carotid artery;the main artery that carries blood to the brain;(tętnica szyjna);;;;(tętnica szyjna)
hypochondrium;the upper abdominal region on either side;(podżebrze, okolica podżebrowa);;;;(podżebrze, okolica podżebrowa)
hypothalamus;the structure within the brain responsible for a large number of normal functions throughout the body, including body rhythms and hormones production;(podwzgórze (część międzymózgowia);;;;(podwzgórze (część międzymózgowia)
neural spine;the middle point of the neural arch;(wyrostek kolczysty);;;;(wyrostek kolczysty)
subcutaneous tissue;the tissue under the skin;(tkanka podskórna);hypodermis;;;(tkanka podskórna)
vomit;to throw up;(wymiotować);;;;(wymiotować)
pinna;auricle, the projecting part of the ear lying outside the head;(małżowina uszna);;;;(małżowina uszna)
entopic;occuring in the proper place;(we właściwym miejscu);;;;(we właściwym miejscu)
endocardiac ;relating to the endocardium;(wsierdziowy);endocardial;;;(wsierdziowy)
capitate bone ;one of the largest bones located at the center of the wrist and having a rounded head;(kość główkowata);;;;(kość główkowata)
flocculus;a small mass on the cerebellum ;(kłaczek móżdżkowy);;;;(kłaczek móżdżkowy)
greater omentum;a peritoneal (=otrzewnowy) passing from the stomach to the colon;(sieć większa (blaszka otrzewnej));;;;(sieć większa (blaszka otrzewnej))
respiratory system;system of organs responsible for the interchange of gases between the organism and the atmosphere;(układ oddechowy);;;;(układ oddechowy)
floating rib;any of the two lowest pairs of the ribs not attached to the sternum ;(żebro wolne);;;;(żebro wolne)
malocclusion;a problem in the way the upper and lower teeth fit together in biting or chewing;(nieprawidłowy zgryz);;;;(nieprawidłowy zgryz)
fovea;a tiny pit in the eye responsible for sharp vision foveate ;(dołek środkowy (siatkówki oka));;;;(dołek środkowy (siatkówki oka))
iliac;relating to the ilium ;(biodrowy);;;;(biodrowy)
myocardial ;relating to the myocardium;(dotyczący mięśnia sercowego);;;;(dotyczący mięśnia sercowego)
abdominal aorta;the branch of the descending aorta;(aorta brzuszna);;;;(aorta brzuszna)
endocrine;secreting internally ;(dokrewny);endocrinal;endocrinic;endocrinous;(dokrewny)
nervous ;relating to the nervous system;(nerwowy (odnoszący się do systemu nerwowego));neural ;;;(nerwowy (odnoszący się do systemu nerwowego))
cephalothorax;the combined head and thorax of arachnids, such as spiders, and of many crustaceans, such as crabs;(głowotułów);;;;(głowotułów)
fauces;throat;(gardziel);;;;(gardziel)
pleura;the serous membrane covering the lungs ;(opłucna);;;;(opłucna)
vein;a vessel through which blood passes from an organ back to the heart;(żyła);;;;(żyła)
conus;a cone-shaped structure;(stożek);;;;(stożek)
oxygen;a gaseous element constituting 21% of the air, that is the essential for the respiration;(tlen);;;;(tlen)
incus;the middle of the three ossicles (=kostki) in the ear;(kowadełko (kostka słuchowa));;;;(kowadełko (kostka słuchowa))
gluteus maximus;the largest and outermost of three gluteus muscles;(mięsień pośladkowy wielki);;;;(mięsień pośladkowy wielki)
dimidiate;not symmetrical ;(niesymetryczny);;;;(niesymetryczny)
mesencephalon;the midbrain;(śródmózgowie);;;;(śródmózgowie)
parietal ;relating to the wall of the cavity;( ciemieniowy);;;;( ciemieniowy)
glottic;of or relating to the tongue or the glottis ;(głośniowy);;;;(głośniowy)
indusium;the fetal membranę forming a sac that surrounds the embryo and later the fetus;(owodnia (embrionu));;;;(owodnia (embrionu))
fetus;the developing young in the uters ;(płód);;;;(płód)
tympanic membrane;a thin membrane in the ear that transmits sound vibrations inside it ;(błona bębenkowa (w uchu));;;;(błona bębenkowa (w uchu))
corrugator;a muscle that draws together the skin, causing it to wrinkle;(mięsień marszczący);;;;(mięsień marszczący)
false rib;the rib that does not articulate directly with the sternum ;(żebro rzekome);;;;(żebro rzekome)
apical foramen;an opening at the highest part of  the tooth;(otwór szczytowy (element zęba trzonowego));;;;(otwór szczytowy (element zęba trzonowego))
diaphragmatic;relating to the diaphragm;(przeponowy);;;;(przeponowy)
cordiform;heart-shaped;(sercowaty, w kształcie serca);;;;(sercowaty, w kształcie serca)
coccyx;the last bone of the spinal column;(kość ogonowa, kość guziczna);;;;(kość ogonowa, kość guziczna)
lachrymal;relating to tears;(łzowy);lacrimal ;;;(łzowy)
digestive gland;any gland that secretes enzymes responsible for digestion;(gruczoły trawienne);;;;(gruczoły trawienne)
filiform papilla;any of the numerous elongated threadlike projections on the back of the tongue;(brodawki nitkowate);;;;(brodawki nitkowate)
faucal;relating to the fauces;(gardłowy (dźwięk));faucial;;;(gardłowy (dźwięk))
canthus ;angle formed by the meeting of the upper and lower eyelids;(kąt szpary powiekowej);;;;(kąt szpary powiekowej)
reticular;resembling a rete ;(siatkowaty);;;;(siatkowaty)
paracentral;close to the centre;(przyśrodkowy);;;;(przyśrodkowy)
viscus ;the internal organ;(organ wewnętrzny);;;;(organ wewnętrzny)
follicle ;a small sac from which the hair arises ;(mieszek włosa);;;;(mieszek włosa)
cochlear;relating to the cochlea;(dotyczący ślimaka);;;;(dotyczący ślimaka)
vasculature ;the vascular network;(system naczyń krwionośnych);;;;(system naczyń krwionośnych)
pronation;turning to a face down (prone) position;(pronacja);;;;(pronacja)
endolymphatic;relating to the endolymph;(endolimfatyczny);;;;(endolimfatyczny)
middle ear;the middle of three parts of the ear that contains three ossicles;(ucho środkowe);;;;(ucho środkowe)
neuroblast;an embryonic (=zarodkowy) nerve cel;(neuroblast (rodzaj komórki macierzystej));;;;(neuroblast (rodzaj komórki macierzystej))
peripheral nerve;any nerve outside the central nervous system;(nerw obwodowy);;;;(nerw obwodowy)
bone marrow;the soft, fatty, pulpy tissue filling the bones;(szpik kostny);;;;(szpik kostny)
descending aorta;the part of the aorta that extends from the aortic arch into the thorax (=tułów) and abdomen;(aorta zstępująca);;;;(aorta zstępująca)
epineurium;connective tissue enclosing a nerve trunk;(nanerwie);;;;(nanerwie)
endosteum;the layer of cells lining the inner surface of bone;(śródkoście);;;;(śródkoście)
epidermoid;composed of epidermal tissue;(zbudowany z naskórka);;;;(zbudowany z naskórka)
upper limb;arm;(górna kończyna);;;;(górna kończyna)
musculus brachialis;arm muscle;(mięsień ramienny);;;;(mięsień ramienny)
anterior root;that portion of an organ, such as a tooth, hair, or nail, that is buried in the tissues;(korzeń przedni);;;;(korzeń przedni)
skull cap;the upper portion of the skull ;(sklepienie czaszki);skullcap;;;(sklepienie czaszki)
brachial plexus;complex system of nerves, extending from the lower neck to the axilla;(splot ramienny);;;;(splot ramienny)
bidentate;referring to or having 2 teeth;(dwuzębny);;;;(dwuzębny)
cerebro-spinal fluid;fluid produced within the brain that surrounds the central nervous system, that absorbs shocks, delivers nutrients, and removes waste products;(płyn mózgowo-rdzeniowy);;;;(płyn mózgowo-rdzeniowy)
kidney;either of two bean-shaped organs;(nerka);;;;(nerka)
substantia nigra;a dark band of gray matter in the brain;(istota czarna śródmózgowia);;;;(istota czarna śródmózgowia)
osteoblast;a bone-forming cell;(osteoblast, komórka kościotwórcza);;;;(osteoblast, komórka kościotwórcza)
pial;relating to the pia mater;(oponowy, dotyczący opony miękkiej);;;;(oponowy, dotyczący opony miękkiej)
instep;the arched middle part of the foot between toes and ankle;(łuk, podbicie (część stopy));;;;(łuk, podbicie (część stopy))
external oblique;a diagonally arranged abdominal muscle;(mięsień skośny zewnętrzny);;;;(mięsień skośny zewnętrzny)
clastic;separable into parts;(rozdzielny);;;;(rozdzielny)
carpal ;relating to the wrist;(nadgarstkowy);;;;(nadgarstkowy)
milk duct;duct conveying the milk;(kanalik mleczny);;;;(kanalik mleczny)
glute;any of the three large muscles of each buttock;(miesięń pośladkowy);gluteus muscle ;;;(miesięń pośladkowy)
pregnancy;the condition in female of having a developing fetus in the body;(ciąża);;;;(ciąża)
anus;the lower opening of the digestive tract;(odbyt);;;;(odbyt)
venule;a very small vein;(żyłka);;;;(żyłka)
zygote;the cell developed during union of a male and a female gamete;(zygota);;;;(zygota)
annular ligament ;the band of tissue that surrounds the ankle joint or the wrist joint;(więzadło pierścieniowate);;;;(więzadło pierścieniowate)
oral cavity ;the cavity of the mouth;(jama ustna);;;;(jama ustna)
iridic ;relating to the iris;(tęczówkowy);;;;(tęczówkowy)
temporoparietal;relating to the temporal and parietal bones;(skroniowo-ciemieniowy);;;;(skroniowo-ciemieniowy)
deciduous;in dentistry: referring to the first or primary dentition ;(mleczny (o zębie));;;;(mleczny (o zębie))
loins;the lower part of the back;(lędźwie);;;;(lędźwie)
neurilemma ;the thin membrane covering the nerve;(neurolema, osłonka nerwu);neurolemma;;;(neurolema, osłonka nerwu)
facial nerve ;the nerve responsible for facial expression;(nerw twarzowy);;;;(nerw twarzowy)
adenoids;common terminology for the large (normal) pharyngeal tonsils of children;(trzeci migdał, wyrośle adenoidalne);;;;(trzeci migdał, wyrośle adenoidalne)
palatal ;relating to the palate;(podniebienny);palatine;;;(podniebienny)
placenta;the membranous organ of metabolic interchange between fetus and mother during pregnancy;(łożysko);;;;(łożysko)
lordosis ;an abnormal degree of forward curvature of the lower part of the spine;(lordoza (łukowate wygięcie kręgosłupa w stronę brzuszną));;;;(lordoza (łukowate wygięcie kręgosłupa w stronę brzuszną))
nutrition value ;the information of how many macro- and microelements the product contains ;(wartość odżywcza);;;;(wartość odżywcza)
aorta;the main blood vessel that leads away from the heart and the body's largest artery;(aorta, tętnica główna);;;;(aorta, tętnica główna)
musculature;the muscle system of the body;(muskulatura, mięśnie całego ciała);;;;(muskulatura, mięśnie całego ciała)
node;a small rounded mass, a knot;(guz, zgrubienie, węzeł);;;;(guz, zgrubienie, węzeł)
endolymph;the fluid contained in the membranous canals of the inner ear;(endolimfa);;;;(endolimfa)
stapes;the innermost of the three ossicles of the ear;(strzemiączko);;;;(strzemiączko)
foramen;a natural opening or passage;(otwór);;;;(otwór)
night sweats ;excessive sweating at night which can be a sign of some serious diseases;(nocne poty);;;;(nocne poty)
cardia;the opening between the esophagus and the upper portion of the stomach;(wpust (otwór początkowy żołądka łączący go z przełykiem));;;;(wpust (otwór początkowy żołądka łączący go z przełykiem))
joint;the connective place between two skeletal components;(staw);;;;(staw)
circulatory system;the network of channels through which the blood circulate ;(układ krążenia);;;;(układ krążenia)
nucha ;the back of the neck;(kark);;;;(kark)
bile duct;a common duct that transports bile from the liver;(przewód żółciowy);;;;(przewód żółciowy)
brachiocephalic trunk;the first major branch of the aortic arch that supplies blood to the right arm and the right side of the head and neck;(pień ramienno-głowowy);;;;(pień ramienno-głowowy)
calcific ;forming calcium salts;(wapniejący);;;;(wapniejący)
zygomatic bone ;a bone that forms a cheek;(kość jarzmowa);zygoma;;;(kość jarzmowa)
epigastrium;the upper and middle region of the abdomen;(nadbrzusze);;;;(nadbrzusze)
retroperitoneal;behind the peritoneum;(zaotrzewnowy);;;;(zaotrzewnowy)
triceps;a muscle having three heads;(triceps, mięsień trójgłowy);;;;(triceps, mięsień trójgłowy)
obesity;the abnormal increase in body fat;(otyłość);;;;(otyłość)
costate;ribbed;(żebrowany, z żebrami);;;;(żebrowany, z żebrami)
conchal ;relating to the conchal;(dotyczący małżowiny usznej);;;;(dotyczący małżowiny usznej)
osteoporosis ;a disease characterized by decrease in bone mass and density;(osteporoza);;;;(osteporoza)
tibia ;the inner bone of lower leg;(piszczel, kość piszczelowa);shinbone;;;(piszczel, kość piszczelowa)
areola;a narrow zone surrounding a central area;(otoczka);areole;;;(otoczka)
scapula;the bone in the back of the shoulder;(łopatka (kość));;;;(łopatka (kość))
tailbone ;the last bone of the spinal column;(kość ogonowa);;;;(kość ogonowa)
encephalon;the contents of the cranium;(mózgowie);;;;(mózgowie)
maxilla;the bone forming the upper jaw;(szczęka, kość szczękowa);;;;(szczęka, kość szczękowa)
pineal gland ;a small structure in the brain that secretes melatonin;(szyszynka (gruczoł));pineal body;;;(szyszynka (gruczoł))
mala ;cheek;(policzek);;;;(policzek)
neurosis ;a psychological disorder characterized mainly by the feeling of anxiety and stress;(nerwica);;;;(nerwica)
systemic heart;the left atrium and the left ventricle;(lewa połowa serca (lewy przedsionek i komora));;;;(lewa połowa serca (lewy przedsionek i komora))
palm;the inner surface hand;(dłoń);;;;(dłoń)
dorsad;toward the back;(grzbietowo);;;;(grzbietowo)
urinogenital;relating to the urinary system and genitalia;(moczopłciowy, moczowo-płciowy);;;;(moczopłciowy, moczowo-płciowy)
ductless gland;any gland that secretes hormones into the blood or lymph;(gruczoł dokrewny);;;;(gruczoł dokrewny)
funnel chest;a hollow at the lower part of the chest;(klatka piersiowa lejkowata (z wklęsłym mostkiem));;;;(klatka piersiowa lejkowata (z wklęsłym mostkiem))
biceps ;a muscle having two heads;(biceps (mięsień dwugłowy));bicep;;;(biceps (mięsień dwugłowy))
fibril;a component of a fiber;(włókienko);;;;(włókienko)
bouton ;synapse, the point at which a nerve impulse is sent from the end  of an axon to a neuron;(synapsa);;;;(synapsa)
branchia;organs of respiration, in water-living animals;(skrzele);;;;(skrzele)
basilic vein;a vein that arises on the back of the hand, curves around the medial side of the forearm, and passes up the medial side of the arm to join the axillary vein ;(żyła odłokciowa);;;;(żyła odłokciowa)
azygous;any unpaired part;(nieparzysty (o narządach));;;;(nieparzysty (o narządach))
endoskeleton;the internal bony framework of the body;(kościec wewnętrzny);;;;(kościec wewnętrzny)
lumbricalis;one of the worm-shaped muscles of the hand or foot;(mięsień glistowaty);;;;(mięsień glistowaty)
tympanic cavity;the major portion of the inner ear;(jama bębenkowa);;;;(jama bębenkowa)
diploe;bony tissue between the inner and outer walls of the bones of the cranium;(śródkoście (warstwa gąbczasta między blaszką zewnętrzną i wewnętrzną w czaszce));;;;(śródkoście (warstwa gąbczasta między blaszką zewnętrzną i wewnętrzną w czaszce))
fibrillar ;relating to the fibril;(włókienkowy);;;;(włókienkowy)
underbelly;the lower abdomen;(podbrzusze);;;;(podbrzusze)
epididymis;the  structure along the posterior border of the testis ;(najądrze);;;;(najądrze)
peroneal muscle;the muscle of the lower leg;(mięsień strzałkowy);;;;(mięsień strzałkowy)
capitate;having the shape of a head;(główkowaty);;;;(główkowaty)
gingiva ;the gum tissue of the mouth;(dziąsło);;;;(dziąsło)
cone cell;one of the two types of visual receptor cells of the retina;(czopek, komórka czopkonośna (receptor siatkówki oka));;;;(czopek, komórka czopkonośna (receptor siatkówki oka))
malar;relating to the mala;(jarzmowy, policzkowy);;;;(jarzmowy, policzkowy)
erector;a muscle which raises or holds up a part;(mięsień unoszący);;;;(mięsień unoszący)
spinal column;the series of vertebrae that extend from the cranium to the coccyx ;(kręgosłup);vertebral column;spine ;;(kręgosłup)
carotid ;relating to the principal artery of the neck;(szyjny);;;;(szyjny)
intracardiac;within the heart ;(wewnątrzsercowy);;;;(wewnątrzsercowy)
sartorius ;anterior thigh muscle;(mięsień krawiecki);;;;(mięsień krawiecki)
keratin;a fibrous protein that occurs in the outer layer of the skin and in hair, nails or feathers;(keratyna);;;;(keratyna)
apophysis;an outgrowth or projection, especially one from a bone;(wyrostek, odrostek);;;;(wyrostek, odrostek)
interventricular septum;the partition separating the right and left ventricles of the heart;(przegroda międzykomorowa);;;;(przegroda międzykomorowa)
rheumatism;the pain and stiffness in joints and muscles;(reumatyzm);;;;(reumatyzm)
palate;the roof of the mouth;(podniebienie);;;;(podniebienie)
earlap;the lobe of external ear;(małżowina uszna, płatek małżowiny);;;;(małżowina uszna, płatek małżowiny)
acoustic nerve;nerve that transmits information, about hearing and balance from the ear to the brain;(nerw słuchowy);;;;(nerw słuchowy)
obturator canal;a passage between the pelvic and the thigh;(kanał zasłonowy);;;;(kanał zasłonowy)
pia mater ;the innermost of the membranous coverings of the brain;(opona miękka);;;;(opona miękka)
anconeus ;one of seven superficial muscles of the posterior forearm;(mięsień łokciowy);;;;(mięsień łokciowy)
diploic;relating to the diploe ;(dotyczący śródkościa);;;;(dotyczący śródkościa)
visceral;relating to the viscus ;(trzewny);;;;(trzewny)
vas deferens;a duct through which the sperm passes;(nasieniowód);;;;(nasieniowód)
lien;large, lymphatic organ in the upper left part of abdominal cavity, responsible for storaging red corpuscles (=czerwone krwinki);(śledziona);;;;(śledziona)
arteriola ;a mid-size artery;( tętniczka);arteriole;;;( tętniczka)
contralateral;referring to an opposite side;(przeciwstronny);;;;(przeciwstronny)
epicardium;the outermost of the three layers of tissue that form the heart wall;(nasierdzie (zewnętrzna warstwa tkanek serca));;;;(nasierdzie (zewnętrzna warstwa tkanek serca))
ball-and-socket joint;a joint in which the ball-like end of the bone  moves within a socket, so as to admit of motion in every direction within certain limits;(staw panewkowy);;;;(staw panewkowy)
pigeon-breasted ;specifically deformed chest;(z kurzą klatką piersiową);;;;(z kurzą klatką piersiową)
coxa;hip joint;(staw biodrowy);;;;(staw biodrowy)
cranium;the skull;(czaszka);;;;(czaszka)
navicular ;the boat-shaped bone of the wrist;(kość łódkowata);navicular bone;;;(kość łódkowata)
external ear;the outer portion of the ear;(ucho zewnętrzne);;;;(ucho zewnętrzne)
ankle;the part of the body between the leg and foot;(kostka (u nogi));;;;(kostka (u nogi))
congener;one of two or more muscles with the same function ;(mięsień agonista);;;;(mięsień agonista)
hyoid bone ;a bone at the base of the tounge;(kość gnykowa);;;;(kość gnykowa)
buccal;of or relating to the cheeks;(policzkowy);;;;(policzkowy)
femoral;relating to the femur ;(udowy);;;;(udowy)
intercostal ;between ribs;(międzyżebrowy);;;;(międzyżebrowy)
betweenbrain;the posterior part of the forebrain;(tylna część przodomózgowia (część mózgu));;;;(tylna część przodomózgowia (część mózgu))
peritoneum;the serous membrane lining the walls of the abdominal and pelvic cavities;(otrzewna);;;;(otrzewna)
white matter;the regions of the brain and spinal cord that are composed of nerve fibers;(istota biała (mózgu));;;;(istota biała (mózgu))
lactiferous ;producing, secreting or carrying milk;(mleczny);;;;(mleczny)
rod cell ;a visual receptor cell that is sensitive to dim light;(pręcik, komórka pręcikonośna (receptor siatkówki oka));;;;(pręcik, komórka pręcikonośna (receptor siatkówki oka))
hepatic;relating to the liver, eg. hepatic vein;(wątrobowy);;;;(wątrobowy)
cupula;a small, inverted cup – shaped cap over a structure;(osklepek);;;;(osklepek)
choroid ;portion of the middle of the eyeball;(naczyniówka (element gałki ocznej));chorioid ;;;(naczyniówka (element gałki ocznej))
venous heart; the right atrium and the right ventricle of the heart;(prawa połowa serca (prawy przedsionek i komora));;;;(prawa połowa serca (prawy przedsionek i komora))
crural;relating to upper and lower leg;(goleniowy);;;;(goleniowy)
costoclavicular ;relating to the costate and the clavicle;(żebrowo-obojczykowy);;;;(żebrowo-obojczykowy)
head of femur;rounded projection at the end of the tight bone;(główka kości udowej);;;;(główka kości udowej)
labyrinth ;the bony cavity of the inner ear;(błędnik (część ucha wewnętrznego));labyrinthus;;;(błędnik (część ucha wewnętrznego))
Adam's apple;a projection of the thyroid cartilage at the front of the neck (more visible in men than in women);(jabłko Adama, grdyka (uwypuklenie krtani widoczne na przedniej stronie szyi u mężczyzn));;;;(jabłko Adama, grdyka (uwypuklenie krtani widoczne na przedniej stronie szyi u mężczyzn))
descending colon;the last portion of the colon;(okrężnica zstępująca);;;;(okrężnica zstępująca)
knee;the region between the thigh and the lower leg;(kolano);;;;(kolano)
hilum;a pit at the part of an organ where vessels and nerves enter;(wnęka);;;;(wnęka)
branchial;of or relating to branchia;(skrzelowy);;;;(skrzelowy)
cranial nerve;any of 12 pairs of nerves that come out or enter the brain;(nerw czaszkowy);;;;(nerw czaszkowy)
aortic valve;the membranous fold that separates the left ventricle and the aorta;(zastawka aorty);;;;(zastawka aorty)
talus;the ankle bone;(kość skokowa);;;;(kość skokowa)
olecranon;the bony projection at the elbow;(wyrostek łokciowy);;;;(wyrostek łokciowy)
femur;the thigh bone;(kość udowa);;;;(kość udowa)
caput;the head;(głowa);;;;(głowa)
metatarsus;the part of the foot between the ankle and the toe;(śródstopie);;;;(śródstopie)
orbicularis oris;the muscle surrounding the mouth;(mięsień okrężny ust);;;;(mięsień okrężny ust)
vestige;an imperfectly developed body structure with no current apparent function;(szczątek, pozostałość);;;;(szczątek, pozostałość)
glottis;the vocal apparatus of the larynx ;(głośnia (część krtani w której powstaje dźwięk));;;;(głośnia (część krtani w której powstaje dźwięk))
circinate;relating to the cingulum;(obrączkowy);;;;(obrączkowy)
pons;the bridgelike formation in the brain ;(most (część pnia mózgu));;;;(most (część pnia mózgu))
internuncial;transmitting impulses between 2 different parts;(pośredniczący);;;;(pośredniczący)
trapezius ;the muscle on each side of the upper back;(mięsień czworoboczny);;;;(mięsień czworoboczny)
axon;the element of the neuron responsible for conducting impulses away from the cell body ;(neuryt, akson);axone;;;(neuryt, akson)
exteroceptor ;the sensory nerve end receptors that respond to external stimuli ;(receptor zewnętrzny);;;;(receptor zewnętrzny)
agonist;muscle that activates the reaction;(mięsień agonistyczny);;;;(mięsień agonistyczny)
periosteum;a special tissue covering bones;(okostna);;;;(okostna)
lacuna;a small pit or hollow cavity;(zatoka, luka);;;;(zatoka, luka)
brain stem;the part of the brain located at the base of the brain and important in the control of many voluntary and involuntary body functions;(pień mózgowy);brainstem;;;(pień mózgowy)
isthmus;a narrow connection between two bodies/parts;(cieśń, przesmyk);;;;(cieśń, przesmyk)
sagittal ;arrow-shaped;(strzałkowy);;;;(strzałkowy)
periosteal;relating to the periosteum;(okołookostnowy);periosteous ;;;(okołookostnowy)
abducent;drawing away;(odwodzący (o mięśniu));;;;(odwodzący (o mięśniu))
x-ray ;the picture of an organ received during electromagnetic radiation;(zdjęcie rentgenowskie);;;;(zdjęcie rentgenowskie)
forelimb;the front limb;(kończyna przednia);;;;(kończyna przednia)
